id, Start Time, End Time, Feed Type, Quantity (oz), Quantity (ml or g), Notes, Duration (Minutes), Food Type, Unit, Bottle Type
680,22:45:08 09-14-2021,23:01:06 09-14-2021,Bottle,1.00,29,,15,Liquid,IMPERIAL,Pump
679,21:50:20 09-14-2021,21:59:20 09-14-2021,Bottle,1.00,29,,9,Liquid,IMPERIAL,Pump
678,21:16:55 09-14-2021,21:23:14 09-14-2021,Left Breast,,,,6,Breast Milk,,
677,21:01:56 09-14-2021,21:10:47 09-14-2021,Right Breast,,,,8,Breast Milk,,
676,19:25:50 09-14-2021,19:32:11 09-14-2021,Right Breast,,,,6,Breast Milk,,
675,17:00:45 09-14-2021,17:05:45 09-14-2021,Bottle,1.00,29,,5,Liquid,IMPERIAL,Pump
674,16:03:40 09-14-2021,16:17:20 09-14-2021,Right Breast,,,,13,Breast Milk,,
673,13:58:29 09-14-2021,14:13:31 09-14-2021,Left Breast,,,,15,Breast Milk,,
672,13:51:45 09-14-2021,13:53:45 09-14-2021,Left Breast,,,,2,Breast Milk,,
671,13:10:48 09-14-2021,13:19:48 09-14-2021,Right Breast,,,,9,Breast Milk,,
670,10:20:24 09-14-2021,10:30:24 09-14-2021,Bottle,2.00,59,,10,Liquid,IMPERIAL,Pump
669,08:06:09 09-14-2021,08:10:09 09-14-2021,Left Breast,,,,4,Breast Milk,,
668,06:19:41 09-14-2021,06:23:12 09-14-2021,Right Breast,,,,3,Breast Milk,,
667,06:06:01 09-14-2021,06:17:07 09-14-2021,Left Breast,,,,11,Breast Milk,,
666,03:07:59 09-14-2021,03:17:58 09-14-2021,Right Breast,,,,9,Breast Milk,,
663,22:27:47 09-13-2021,22:34:55 09-13-2021,Left Breast,,,,7,Breast Milk,,
662,19:23:38 09-13-2021,19:31:12 09-13-2021,Right Breast,,,,7,Breast Milk,,
661,17:35:40 09-13-2021,17:45:48 09-13-2021,Right Breast,,,,10,Breast Milk,,
665,16:46:37 09-13-2021,16:55:37 09-13-2021,Bottle,1.00,29,,9,Liquid,IMPERIAL,Pump
660,15:48:06 09-13-2021,16:27:13 09-13-2021,Left Breast,,,,39,Breast Milk,,
659,15:40:31 09-13-2021,15:47:35 09-13-2021,Right Breast,,,,7,Breast Milk,,
658,11:40:53 09-13-2021,11:49:53 09-13-2021,Bottle,0.33,9,,9,Liquid,IMPERIAL,Pump
657,11:07:47 09-13-2021,11:19:43 09-13-2021,Right Breast,,,,11,Breast Milk,,
656,10:42:18 09-13-2021,10:42:56 09-13-2021,Right Breast,,,,0,Breast Milk,,
655,09:06:04 09-13-2021,09:10:36 09-13-2021,Left Breast,,,,4,Breast Milk,,
654,08:55:15 09-13-2021,09:00:15 09-13-2021,Right Breast,,,,5,Breast Milk,,
652,06:35:51 09-13-2021,06:50:29 09-13-2021,Right Breast,,,,14,Breast Milk,,
653,06:00:35 09-13-2021,06:05:35 09-13-2021,Bottle,1.00,29,,5,Liquid,IMPERIAL,Pump
651,04:04:49 09-13-2021,04:10:52 09-13-2021,Left Breast,,,,6,Breast Milk,,
650,03:19:53 09-13-2021,03:38:04 09-13-2021,Right Breast,,,,18,Breast Milk,,
649,23:32:25 09-12-2021,23:55:33 09-12-2021,Right Breast,,,,23,Breast Milk,,
648,23:08:09 09-12-2021,23:18:49 09-12-2021,Left Breast,,,,10,Breast Milk,,
647,22:50:34 09-12-2021,22:52:47 09-12-2021,Right Breast,,,,2,Breast Milk,,
646,22:24:03 09-12-2021,22:29:47 09-12-2021,Right Breast,,,,5,Breast Milk,,
645,21:44:07 09-12-2021,21:59:42 09-12-2021,Left Breast,,,,15,Breast Milk,,
644,19:24:20 09-12-2021,19:34:25 09-12-2021,Right Breast,,,,10,Breast Milk,,
643,19:02:54 09-12-2021,19:17:57 09-12-2021,Left Breast,,,,15,Breast Milk,,
642,15:16:57 09-12-2021,15:19:13 09-12-2021,Right Breast,,,,2,Breast Milk,,
641,14:09:30 09-12-2021,14:21:16 09-12-2021,Right Breast,,,,11,Breast Milk,,
640,13:31:40 09-12-2021,14:05:52 09-12-2021,Left Breast,,,,34,Breast Milk,,
639,11:47:53 09-12-2021,12:00:51 09-12-2021,Right Breast,,,,12,Breast Milk,,
638,10:57:31 09-12-2021,11:09:05 09-12-2021,Right Breast,,,,11,Breast Milk,,
637,10:08:17 09-12-2021,10:19:56 09-12-2021,Left Breast,,,,11,Breast Milk,,
636,08:00:50 09-12-2021,08:15:38 09-12-2021,Right Breast,,,,14,Breast Milk,,
635,05:14:07 09-12-2021,05:17:39 09-12-2021,Right Breast,,,,3,Breast Milk,,
634,04:50:05 09-12-2021,05:05:23 09-12-2021,Left Breast,,,,15,Breast Milk,,
633,03:09:32 09-12-2021,04:19:03 09-12-2021,Right Breast,,,,69,Breast Milk,,
632,02:08:08 09-12-2021,02:22:19 09-12-2021,Right Breast,,,,14,Breast Milk,,
631,00:37:54 09-12-2021,01:01:07 09-12-2021,Left Breast,,,,23,Breast Milk,,
630,00:10:33 09-12-2021,00:37:53 09-12-2021,Right Breast,,,,27,Breast Milk,,
629,22:05:01 09-11-2021,22:21:38 09-11-2021,Left Breast,,,,16,Breast Milk,,
627,20:05:17 09-11-2021,20:15:45 09-11-2021,Right Breast,,,,10,Breast Milk,,
626,18:02:24 09-11-2021,18:15:21 09-11-2021,Right Breast,,,,12,Breast Milk,,
625,17:20:00 09-11-2021,17:32:44 09-11-2021,Left Breast,,,,12,Breast Milk,,
624,16:13:15 09-11-2021,16:25:01 09-11-2021,Left Breast,,,,11,Breast Milk,,
623,14:04:36 09-11-2021,15:12:41 09-11-2021,Right Breast,,,,68,Breast Milk,,
622,13:14:02 09-11-2021,13:36:14 09-11-2021,Left Breast,,,,22,Breast Milk,,
621,11:41:00 09-11-2021,12:02:29 09-11-2021,Right Breast,,,,21,Breast Milk,,
619,10:46:13 09-11-2021,10:53:07 09-11-2021,Left Breast,,,,6,Breast Milk,,
618,07:50:41 09-11-2021,08:22:43 09-11-2021,Left Breast,,,,32,Breast Milk,,
617,06:02:38 09-11-2021,06:05:43 09-11-2021,Right Breast,,,,3,Breast Milk,,
616,04:20:51 09-11-2021,05:00:50 09-11-2021,Left Breast,,,,39,Breast Milk,,
615,03:06:02 09-11-2021,04:05:39 09-11-2021,Right Breast,,,,59,Breast Milk,,
613,22:04:44 09-10-2021,22:11:16 09-10-2021,Right Breast,,,,6,Breast Milk,,
612,20:59:56 09-10-2021,21:14:19 09-10-2021,Left Breast,,,,14,Breast Milk,,
611,18:55:05 09-10-2021,19:12:43 09-10-2021,Right Breast,,,,17,Breast Milk,,
610,17:30:15 09-10-2021,17:38:34 09-10-2021,Left Breast,,,,8,Breast Milk,,
609,16:51:16 09-10-2021,17:04:05 09-10-2021,Right Breast,,,,12,Breast Milk,,
608,15:03:16 09-10-2021,15:21:33 09-10-2021,Left Breast,,,,18,Breast Milk,,
607,12:11:16 09-10-2021,12:29:58 09-10-2021,Right Breast,,,,18,Breast Milk,,
614,11:49:10 09-10-2021,11:58:10 09-10-2021,Left Breast,,,,9,Breast Milk,,
606,10:18:25 09-10-2021,10:39:35 09-10-2021,Left Breast,,,,21,Breast Milk,,
605,09:25:10 09-10-2021,09:34:10 09-10-2021,Right Breast,,,,9,Breast Milk,,
604,07:23:00 09-10-2021,07:32:09 09-10-2021,Left Breast,,,,9,Breast Milk,,
603,04:52:29 09-10-2021,05:30:28 09-10-2021,Right Breast,,,,37,Breast Milk,,
602,01:58:00 09-10-2021,02:14:01 09-10-2021,Right Breast,,,,16,Breast Milk,,
601,22:30:20 09-09-2021,22:36:48 09-09-2021,Left Breast,,,,6,Breast Milk,,
600,20:52:24 09-09-2021,21:01:24 09-09-2021,Right Breast,,,,9,Breast Milk,,
599,20:21:21 09-09-2021,20:27:55 09-09-2021,Left Breast,,,,6,Breast Milk,,
598,19:47:58 09-09-2021,20:05:00 09-09-2021,Right Breast,,,,17,Breast Milk,,
597,17:14:56 09-09-2021,17:23:56 09-09-2021,Left Breast,,,,9,Breast Milk,,
596,14:49:11 09-09-2021,15:05:12 09-09-2021,Right Breast,,,,16,Breast Milk,,
595,14:36:46 09-09-2021,14:42:55 09-09-2021,Left Breast,,,,6,Breast Milk,,
594,13:48:45 09-09-2021,14:00:04 09-09-2021,Bottle,1.00,29,,11,Liquid,IMPERIAL,Pump
593,12:07:10 09-09-2021,12:23:58 09-09-2021,Bottle,1.50,44,,16,Liquid,IMPERIAL,Pump
592,10:29:38 09-09-2021,10:36:57 09-09-2021,Left Breast,,,,7,Breast Milk,,
591,09:17:02 09-09-2021,09:40:25 09-09-2021,Right Breast,,,,23,Breast Milk,,
590,08:22:25 09-09-2021,08:32:52 09-09-2021,Left Breast,,,,10,Breast Milk,,
589,05:33:02 09-09-2021,05:52:22 09-09-2021,Right Breast,,,,19,Breast Milk,,
588,05:25:45 09-09-2021,05:33:01 09-09-2021,Left Breast,,,,7,Breast Milk,,
586,02:04:57 09-09-2021,02:40:32 09-09-2021,Left Breast,,,,35,Breast Milk,,
585,22:53:49 09-08-2021,23:10:17 09-08-2021,Right Breast,,,,16,Breast Milk,,
584,22:00:05 09-08-2021,22:16:21 09-08-2021,Left Breast,,,,16,Breast Milk,,
583,21:17:22 09-08-2021,21:31:47 09-08-2021,Right Breast,,,,14,Breast Milk,,
582,19:28:22 09-08-2021,19:48:22 09-08-2021,Left Breast,,,,19,Breast Milk,,
581,17:35:16 09-08-2021,17:54:20 09-08-2021,Right Breast,,,,19,Breast Milk,,
580,15:40:27 09-08-2021,16:06:17 09-08-2021,Left Breast,,,,25,Breast Milk,,
579,14:52:04 09-08-2021,15:03:22 09-08-2021,Right Breast,,,,11,Breast Milk,,
578,14:28:33 09-08-2021,14:38:47 09-08-2021,Left Breast,,,,10,Breast Milk,,
577,10:58:43 09-08-2021,11:07:54 09-08-2021,Right Breast,,,,9,Breast Milk,,
576,10:44:43 09-08-2021,10:57:50 09-08-2021,Left Breast,,,,13,Breast Milk,,
574,08:02:15 09-08-2021,08:15:03 09-08-2021,Right Breast,,,,12,Breast Milk,,
573,05:52:43 09-08-2021,07:02:13 09-08-2021,Left Breast,,,,69,Breast Milk,,
572,04:25:51 09-08-2021,04:30:51 09-08-2021,Right Breast,,,,5,Breast Milk,,
571,04:05:04 09-08-2021,04:11:56 09-08-2021,Right Breast,,,,6,Breast Milk,,
570,03:20:47 09-08-2021,03:29:47 09-08-2021,Left Breast,,,,9,Breast Milk,,
569,01:11:29 09-08-2021,01:17:05 09-08-2021,Left Breast,,,,5,Breast Milk,,
568,21:40:20 09-07-2021,21:52:20 09-07-2021,Right Breast,,,,11,Breast Milk,,
567,19:23:42 09-07-2021,19:32:05 09-07-2021,Left Breast,,,,8,Breast Milk,,
566,17:26:35 09-07-2021,17:34:22 09-07-2021,Right Breast,,,,7,Breast Milk,,
565,17:10:40 09-07-2021,17:14:33 09-07-2021,Left Breast,,,,3,Breast Milk,,
564,15:42:38 09-07-2021,15:47:38 09-07-2021,Right Breast,,,,5,Breast Milk,,
563,15:02:44 09-07-2021,15:08:44 09-07-2021,Right Breast,,,,6,Breast Milk,,
562,14:29:36 09-07-2021,14:37:15 09-07-2021,Right Breast,,,,7,Breast Milk,,
561,13:52:14 09-07-2021,13:59:48 09-07-2021,Bottle,1.75,51,,7,Liquid,IMPERIAL,Pump
560,10:56:01 09-07-2021,11:39:04 09-07-2021,Left Breast,,,,43,Breast Milk,,
559,09:25:18 09-07-2021,09:34:46 09-07-2021,Right Breast,,,,9,Breast Milk,,
558,07:55:18 09-07-2021,08:05:22 09-07-2021,Left Breast,,,,10,Breast Milk,,
557,06:16:03 09-07-2021,06:22:03 09-07-2021,Right Breast,,,,6,Breast Milk,,
556,03:24:14 09-07-2021,03:33:50 09-07-2021,Right Breast,,,,9,Breast Milk,,
555,23:43:32 09-06-2021,23:54:12 09-06-2021,Right Breast,,,,10,Breast Milk,,
554,23:01:07 09-06-2021,23:07:14 09-06-2021,Left Breast,,,,6,Breast Milk,,
553,20:55:15 09-06-2021,21:13:27 09-06-2021,Right Breast,,,,18,Breast Milk,,
552,20:38:11 09-06-2021,20:53:59 09-06-2021,Left Breast,,,,15,Breast Milk,,
551,19:11:54 09-06-2021,19:17:40 09-06-2021,Right Breast,,,,5,Breast Milk,,
550,17:39:41 09-06-2021,17:46:53 09-06-2021,Right Breast,,,,7,Breast Milk,,
549,17:00:16 09-06-2021,17:09:02 09-06-2021,Left Breast,,,,8,Breast Milk,,
548,16:40:31 09-06-2021,16:55:20 09-06-2021,Right Breast,,,,14,Breast Milk,,
547,15:22:33 09-06-2021,15:50:52 09-06-2021,Right Breast,,,,28,Breast Milk,,
546,14:58:41 09-06-2021,15:04:14 09-06-2021,Right Breast,,,,5,Breast Milk,,
545,14:41:48 09-06-2021,14:53:12 09-06-2021,Left Breast,,,,11,Breast Milk,,
544,12:10:12 09-06-2021,12:21:42 09-06-2021,Left Breast,,,,11,Breast Milk,,
543,10:06:40 09-06-2021,10:17:23 09-06-2021,Right Breast,,,,10,Breast Milk,,
542,08:14:02 09-06-2021,08:47:33 09-06-2021,Left Breast,,,,33,Breast Milk,,
541,05:57:17 09-06-2021,06:07:08 09-06-2021,Right Breast,,,,9,Breast Milk,,
540,02:30:03 09-06-2021,02:35:52 09-06-2021,Left Breast,,,,5,Breast Milk,,
539,01:30:40 09-06-2021,01:40:40 09-06-2021,Right Breast,,,,10,Breast Milk,,
538,22:41:57 09-05-2021,23:00:46 09-05-2021,Left Breast,,,,18,Breast Milk,,
537,22:32:29 09-05-2021,22:41:52 09-05-2021,Right Breast,,,,9,Breast Milk,,
536,20:57:20 09-05-2021,21:08:05 09-05-2021,Left Breast,,,,10,Breast Milk,,
535,20:42:37 09-05-2021,20:57:13 09-05-2021,Right Breast,,,,14,Breast Milk,,
534,20:06:37 09-05-2021,20:14:13 09-05-2021,Right Breast,,,,7,Breast Milk,,
533,19:51:41 09-05-2021,19:59:05 09-05-2021,Left Breast,,,,7,Breast Milk,,
532,17:32:17 09-05-2021,17:38:10 09-05-2021,Right Breast,,,,5,Breast Milk,,
531,17:00:30 09-05-2021,17:09:46 09-05-2021,Left Breast,,,,9,Breast Milk,,
530,16:30:48 09-05-2021,16:49:50 09-05-2021,Right Breast,,,,19,Breast Milk,,
529,14:02:48 09-05-2021,14:14:13 09-05-2021,Right Breast,,,,11,Breast Milk,,
528,12:18:33 09-05-2021,12:22:34 09-05-2021,Left Breast,,,,4,Breast Milk,,
527,10:45:40 09-05-2021,11:01:10 09-05-2021,Right Breast,,,,15,Breast Milk,,
526,10:18:09 09-05-2021,10:23:42 09-05-2021,Left Breast,,,,5,Breast Milk,,
525,09:06:30 09-05-2021,09:16:49 09-05-2021,Left Breast,,,,10,Breast Milk,,
524,08:46:37 09-05-2021,09:06:29 09-05-2021,Right Breast,,,,19,Breast Milk,,
522,05:15:41 09-05-2021,05:33:41 09-05-2021,Right Breast,,,,18,Breast Milk,,
523,03:05:07 09-05-2021,03:15:07 09-05-2021,Left Breast,,,,10,Breast Milk,,
521,01:55:35 09-05-2021,02:25:10 09-05-2021,Right Breast,,,,29,Breast Milk,,
520,01:04:58 09-05-2021,01:25:44 09-05-2021,Left Breast,,,,20,Breast Milk,,
519,21:17:40 09-04-2021,21:46:00 09-04-2021,Right Breast,,,,28,Breast Milk,,
518,19:10:21 09-04-2021,19:22:27 09-04-2021,Left Breast,,,,12,Breast Milk,,
517,17:35:12 09-04-2021,17:55:03 09-04-2021,Right Breast,,,,19,Breast Milk,,
516,15:11:21 09-04-2021,15:25:15 09-04-2021,Left Breast,,,,13,Breast Milk,,
515,14:25:30 09-04-2021,15:00:08 09-04-2021,Right Breast,,,,34,Breast Milk,,
514,11:02:59 09-04-2021,11:18:16 09-04-2021,Right Breast,,,,15,Breast Milk,,
513,10:32:16 09-04-2021,10:46:51 09-04-2021,Right Breast,,,,14,Breast Milk,,
512,10:03:53 09-04-2021,10:12:53 09-04-2021,Left Breast,,,,9,Breast Milk,,
511,08:08:58 09-04-2021,08:25:39 09-04-2021,Left Breast,,,,16,Breast Milk,,
510,05:40:02 09-04-2021,05:53:10 09-04-2021,Right Breast,,,,13,Breast Milk,,
509,02:52:33 09-04-2021,03:15:51 09-04-2021,Right Breast,,,,23,Breast Milk,,
508,00:24:43 09-04-2021,00:45:08 09-04-2021,Left Breast,,,,20,Breast Milk,,
507,22:27:52 09-03-2021,22:50:41 09-03-2021,Right Breast,,,,22,Breast Milk,,
506,20:26:48 09-03-2021,20:35:26 09-03-2021,Left Breast,,,,8,Breast Milk,,
505,19:59:40 09-03-2021,20:05:00 09-03-2021,Right Breast,,,,5,Breast Milk,,
504,18:40:39 09-03-2021,18:52:07 09-03-2021,Right Breast,,,,11,Breast Milk,,
503,17:45:26 09-03-2021,17:53:52 09-03-2021,Left Breast,,,,8,Breast Milk,,
502,16:47:28 09-03-2021,17:00:18 09-03-2021,Right Breast,,,,12,Breast Milk,,
501,15:19:30 09-03-2021,15:44:07 09-03-2021,Left Breast,,,,24,Breast Milk,,
500,13:30:06 09-03-2021,13:40:06 09-03-2021,Bottle,1.50,44,,10,Liquid,IMPERIAL,Pump
499,12:18:31 09-03-2021,12:30:51 09-03-2021,Right Breast,,,,12,Breast Milk,,
498,11:13:05 09-03-2021,11:29:25 09-03-2021,Left Breast,,,,16,Breast Milk,,
497,09:53:36 09-03-2021,10:01:43 09-03-2021,Right Breast,,,,8,Breast Milk,,
496,07:27:03 09-03-2021,07:36:54 09-03-2021,Left Breast,,,,9,Breast Milk,,
495,04:51:03 09-03-2021,05:05:10 09-03-2021,Right Breast,,,,14,Breast Milk,,
494,01:45:23 09-03-2021,02:03:24 09-03-2021,Left Breast,,,,18,Breast Milk,,
493,01:24:36 09-03-2021,01:37:13 09-03-2021,Right Breast,,,,12,Breast Milk,,
492,22:02:43 09-02-2021,22:17:46 09-02-2021,Left Breast,,,,15,Breast Milk,,
491,22:01:20 09-02-2021,22:02:37 09-02-2021,Right Breast,,,,1,Breast Milk,,
490,20:15:09 09-02-2021,20:40:46 09-02-2021,Right Breast,,,,25,Breast Milk,,
489,18:15:57 09-02-2021,18:20:22 09-02-2021,Left Breast,,,,4,Breast Milk,,
488,16:20:50 09-02-2021,16:29:50 09-02-2021,Right Breast,,,,9,Breast Milk,,
487,15:30:25 09-02-2021,15:35:25 09-02-2021,Left Breast,,,,5,Breast Milk,,
486,14:36:38 09-02-2021,15:12:31 09-02-2021,Right Breast,,,,35,Breast Milk,,
484,13:28:17 09-02-2021,13:36:03 09-02-2021,Bottle,1.25,36,,7,Liquid,IMPERIAL,Pump
485,11:03:30 09-02-2021,11:11:17 09-02-2021,Right Breast,,,,7,Breast Milk,,
483,10:43:21 09-02-2021,10:52:16 09-02-2021,Left Breast,,,,8,Breast Milk,,
482,09:59:31 09-02-2021,10:08:06 09-02-2021,Right Breast,,,,8,Breast Milk,,
481,07:33:46 09-02-2021,07:42:46 09-02-2021,Right Breast,,,,9,Breast Milk,,
480,07:09:02 09-02-2021,07:18:02 09-02-2021,Left Breast,,,,9,Breast Milk,,
479,05:28:05 09-02-2021,05:51:58 09-02-2021,Right Breast,,,,23,Breast Milk,,
478,05:18:01 09-02-2021,05:27:01 09-02-2021,Right Breast,,,,9,Breast Milk,,
477,03:34:00 09-02-2021,03:55:46 09-02-2021,Left Breast,,,,21,Breast Milk,,
476,22:32:19 09-01-2021,22:51:19 09-01-2021,Right Breast,,,,19,Breast Milk,,
475,21:54:44 09-01-2021,22:01:57 09-01-2021,Left Breast,,,,7,Breast Milk,,
474,20:50:35 09-01-2021,21:10:59 09-01-2021,Right Breast,,,,20,Breast Milk,,
473,20:23:39 09-01-2021,20:40:16 09-01-2021,Left Breast,,,,16,Breast Milk,,
472,19:00:19 09-01-2021,19:17:02 09-01-2021,Right Breast,,,,16,Breast Milk,,
471,17:19:54 09-01-2021,17:28:43 09-01-2021,Left Breast,,,,8,Breast Milk,,
470,16:30:13 09-01-2021,16:39:34 09-01-2021,Right Breast,,,,9,Breast Milk,,
469,13:49:13 09-01-2021,14:15:57 09-01-2021,Left Breast,,,,26,Breast Milk,,
468,11:57:17 09-01-2021,12:13:03 09-01-2021,Right Breast,,,,15,Breast Milk,,
467,11:44:32 09-01-2021,11:55:48 09-01-2021,Left Breast,,,,11,Breast Milk,,
466,10:51:25 09-01-2021,11:11:35 09-01-2021,Right Breast,,,,20,Breast Milk,,
465,08:40:26 09-01-2021,08:43:33 09-01-2021,Right Breast,,,,3,Breast Milk,,
464,07:36:21 09-01-2021,07:42:41 09-01-2021,Left Breast,,,,6,Breast Milk,,
463,06:52:51 09-01-2021,07:02:51 09-01-2021,Right Breast,,,,10,Breast Milk,,
462,03:50:26 09-01-2021,04:28:26 09-01-2021,Right Breast,,,,38,Breast Milk,,
461,01:15:59 09-01-2021,01:40:59 09-01-2021,Left Breast,,,,25,Breast Milk,,
460,22:00:06 08-31-2021,22:10:06 08-31-2021,Bottle,1.00,29,,10,Liquid,IMPERIAL,Pump
459,21:24:55 08-31-2021,21:33:09 08-31-2021,Right Breast,,,,8,Breast Milk,,
458,21:18:53 08-31-2021,21:24:54 08-31-2021,Left Breast,,,,6,Breast Milk,,
457,19:04:39 08-31-2021,19:22:52 08-31-2021,Left Breast,,,,18,Breast Milk,,
456,16:03:01 08-31-2021,16:22:18 08-31-2021,Right Breast,,,,19,Breast Milk,,
454,15:11:41 08-31-2021,15:21:10 08-31-2021,Left Breast,,,,9,Breast Milk,,
453,11:57:31 08-31-2021,12:10:35 08-31-2021,Bottle,1.75,51,,13,Liquid,IMPERIAL,Pump
452,11:02:43 08-31-2021,11:17:34 08-31-2021,Right Breast,,,,14,Breast Milk,,
451,10:39:19 08-31-2021,10:53:30 08-31-2021,Left Breast,,,,14,Breast Milk,,
449,09:43:27 08-31-2021,09:50:43 08-31-2021,Right Breast,,,,7,Breast Milk,,
448,09:23:54 08-31-2021,09:30:10 08-31-2021,Left Breast,,,,6,Breast Milk,,
455,05:09:30 08-31-2021,05:20:30 08-31-2021,Right Breast,,,,11,Breast Milk,,
450,04:00:28 08-31-2021,05:30:28 08-31-2021,Right Breast,,,,90,Breast Milk,,
447,03:59:07 08-31-2021,04:15:46 08-31-2021,Left Breast,,,,16,Breast Milk,,
446,03:00:19 08-31-2021,03:15:33 08-31-2021,Right Breast,,,,15,Breast Milk,,
445,23:06:04 08-30-2021,23:15:04 08-30-2021,Right Breast,,,,9,Breast Milk,,
444,22:26:54 08-30-2021,22:38:13 08-30-2021,Right Breast,,,,11,Breast Milk,,
443,21:58:50 08-30-2021,22:14:46 08-30-2021,Left Breast,,,,15,Breast Milk,,
442,20:21:19 08-30-2021,20:28:36 08-30-2021,Right Breast,,,,7,Breast Milk,,
441,20:01:42 08-30-2021,20:11:59 08-30-2021,Right Breast,,,,10,Breast Milk,,
440,17:35:47 08-30-2021,17:45:25 08-30-2021,Left Breast,,,,9,Breast Milk,,
439,15:41:19 08-30-2021,15:57:58 08-30-2021,Right Breast,,,,16,Breast Milk,,
438,14:59:34 08-30-2021,15:05:46 08-30-2021,Left Breast,,,,6,Breast Milk,,
437,12:59:49 08-30-2021,13:09:17 08-30-2021,Right Breast,,,,9,Breast Milk,,
436,12:36:07 08-30-2021,12:41:01 08-30-2021,Left Breast,,,,4,Breast Milk,,
435,11:43:33 08-30-2021,11:50:55 08-30-2021,Right Breast,,,,7,Breast Milk,,
434,11:10:26 08-30-2021,11:17:39 08-30-2021,Right Breast,,,,7,Breast Milk,,
433,10:41:15 08-30-2021,10:52:43 08-30-2021,Left Breast,,,,11,Breast Milk,,
432,08:53:55 08-30-2021,09:11:40 08-30-2021,Right Breast,,,,17,Breast Milk,,
431,07:32:45 08-30-2021,07:34:26 08-30-2021,Right Breast,,,,1,Breast Milk,,
430,06:20:53 08-30-2021,06:25:54 08-30-2021,Left Breast,,,,5,Breast Milk,,
429,05:59:14 08-30-2021,06:15:06 08-30-2021,Right Breast,,,,15,Breast Milk,,
428,03:23:31 08-30-2021,03:43:52 08-30-2021,Left Breast,,,,20,Breast Milk,,
427,22:54:20 08-29-2021,23:08:49 08-29-2021,Left Breast,,,,14,Breast Milk,,
426,22:22:08 08-29-2021,22:45:45 08-29-2021,Right Breast,,,,23,Breast Milk,,
425,21:51:51 08-29-2021,21:58:55 08-29-2021,Left Breast,,,,7,Breast Milk,,
424,20:19:30 08-29-2021,20:27:04 08-29-2021,Right Breast,,,,7,Breast Milk,,
423,20:00:06 08-29-2021,20:15:23 08-29-2021,Right Breast,,,,15,Breast Milk,,
422,19:41:54 08-29-2021,19:50:50 08-29-2021,Left Breast,,,,8,Breast Milk,,
421,16:50:47 08-29-2021,17:03:04 08-29-2021,Right Breast,,,,12,Breast Milk,,
420,16:27:56 08-29-2021,16:37:46 08-29-2021,Right Breast,,,,9,Breast Milk,,
419,15:26:27 08-29-2021,15:33:22 08-29-2021,Left Breast,,,,6,Breast Milk,,
418,14:38:50 08-29-2021,14:42:30 08-29-2021,Left Breast,,,,3,Breast Milk,,
417,13:54:12 08-29-2021,14:11:15 08-29-2021,Right Breast,,,,17,Breast Milk,,
416,11:32:32 08-29-2021,11:41:10 08-29-2021,Left Breast,,,,8,Breast Milk,,
415,11:17:33 08-29-2021,11:32:32 08-29-2021,Right Breast,,,,14,Breast Milk,,
414,09:18:49 08-29-2021,09:27:35 08-29-2021,Left Breast,,,,8,Breast Milk,,
413,08:13:17 08-29-2021,08:30:47 08-29-2021,Right Breast,,,,17,Breast Milk,,
411,05:36:03 08-29-2021,05:55:38 08-29-2021,Left Breast,,,,19,Breast Milk,,
410,05:25:08 08-29-2021,05:29:36 08-29-2021,Right Breast,,,,4,Breast Milk,,
409,02:30:04 08-29-2021,02:44:04 08-29-2021,Right Breast,,,,14,Breast Milk,,
408,02:01:52 08-29-2021,02:14:11 08-29-2021,Left Breast,,,,12,Breast Milk,,
407,23:41:30 08-28-2021,23:52:29 08-28-2021,Right Breast,,,,10,Breast Milk,,
406,21:07:06 08-28-2021,21:21:24 08-28-2021,Right Breast,,,,14,Breast Milk,,
405,20:05:15 08-28-2021,20:09:55 08-28-2021,Left Breast,,,,4,Breast Milk,,
404,19:28:09 08-28-2021,19:40:47 08-28-2021,Right Breast,,,,12,Breast Milk,,
403,19:12:47 08-28-2021,19:21:13 08-28-2021,Left Breast,,,,8,Breast Milk,,
402,16:32:23 08-28-2021,16:47:30 08-28-2021,Right Breast,,,,15,Breast Milk,,
401,15:11:00 08-28-2021,15:18:36 08-28-2021,Left Breast,,,,7,Breast Milk,,
400,14:44:04 08-28-2021,14:59:24 08-28-2021,Right Breast,,,,15,Breast Milk,,
399,11:51:54 08-28-2021,12:07:12 08-28-2021,Left Breast,,,,15,Breast Milk,,
398,11:28:36 08-28-2021,11:41:39 08-28-2021,Right Breast,,,,13,Breast Milk,,
397,09:05:08 08-28-2021,09:07:38 08-28-2021,Left Breast,,,,2,Breast Milk,,
396,08:22:09 08-28-2021,08:27:57 08-28-2021,Right Breast,,,,5,Breast Milk,,
395,07:59:06 08-28-2021,08:06:38 08-28-2021,Left Breast,,,,7,Breast Milk,,
394,07:52:12 08-28-2021,07:57:00 08-28-2021,Right Breast,,,,4,Breast Milk,,
393,04:54:41 08-28-2021,05:02:53 08-28-2021,Left Breast,,,,8,Breast Milk,,
392,04:28:28 08-28-2021,04:35:47 08-28-2021,Right Breast,,,,7,Breast Milk,,
391,01:45:20 08-28-2021,01:52:53 08-28-2021,Left Breast,,,,7,Breast Milk,,
390,22:25:50 08-27-2021,22:29:49 08-27-2021,Left Breast,,,,3,Breast Milk,,
389,22:16:45 08-27-2021,22:22:51 08-27-2021,Right Breast,,,,6,Breast Milk,,
